"EventId","Timestamp","Level","EventType","Source","ShareId","ItemId","Message","Detail"
"ID-8B3932AF59EF","ID-6E3E0539C053","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-451E8C086E55","","ID-1F4775DF168D","ID-2AD4A1064B57"
"ID-E364E17F4397","ID-977C67BF6CB5","Info","ID-3EEC13DCA519","TargetPath","ID-451E8C086E55","","ID-EDE9A8253A9A","ID-2AD4A1064B57"
"ID-EF52B505257C","ID-D6E9E3DA5E52","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-FD4051FA868A","","ID-615D176DE9C8","ID-DEA79C66B30A"
"ID-FAEE7AB5D055","ID-EE641520E132","Info","ID-3EEC13DCA519","TargetPath","ID-FD4051FA868A","","ID-2D928CAD0C48","ID-DEA79C66B30A"
"ID-44B33F428512","ID-AC46AF3F18CD","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-0D49B0CC6BBA","","ID-8FA3D0EF3DD6","ID-E8DD5BBFF8A2"
"ID-1876F26849F1","ID-3C810DFFE200","Info","ID-3EEC13DCA519","TargetPath","ID-0D49B0CC6BBA","","ID-5F2E2F20DC7C","ID-E8DD5BBFF8A2"
"ID-830A0BB28A2A","ID-86E2F8176A7D","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-050C505D4F00","","ID-755F933E1A3E","ID-03BE4D355FC0"
"ID-7E7B9FB4D13F","ID-FCB0E9EBB805","Info","ID-3EEC13DCA519","TargetPath","ID-050C505D4F00","","ID-527B50FEC615","ID-03BE4D355FC0"
"ID-09BF228CD4BE","ID-BBCE905F841C","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-6D409413B809","","ID-2ECAC93AEBD0","ID-F7E7894A8E41"
"ID-17F80F3279FE","ID-849DF898F3BD","Info","ID-3EEC13DCA519","TargetPath","ID-6D409413B809","","ID-113AF4030F9B","ID-F7E7894A8E41"
"ID-23F23A69E4E1","ID-6F0605672C96","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-ECDD7A61A56A","","ID-C36554CFBB81","ID-9846071DEA1A"
"ID-2E59004F3DBA","ID-42D1D07AE9B2","Info","ID-3EEC13DCA519","TargetPath","ID-ECDD7A61A56A","","ID-24AD8552EDEF","ID-9846071DEA1A"
"ID-9E426ED65ACA","ID-E2E5D51C9864","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-FFBBBF4AF26F","","ID-304FCD00CD7D","ID-74AF2FB7DC9F"
"ID-60AFC5965BC8","ID-AEA2B1643B0A","Info","ID-3EEC13DCA519","TargetPath","ID-FFBBBF4AF26F","","ID-D536677D0E49","ID-74AF2FB7DC9F"
"ID-CD3EA001ABDF","ID-40CC5C22610B","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-DE15F57BBAFB","","ID-B8C72401AE97","ID-C5F1BFC4BF0C"
"ID-80BB8C66C145","ID-B1005166E0B8","Info","ID-3EEC13DCA519","TargetPath","ID-DE15F57BBAFB","","ID-434A9965F345","ID-C5F1BFC4BF0C"
"ID-D8007C6EC490","ID-6018DD1206E7","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-65D9E22E1A78","","ID-8FE8C9CED99B","ID-F5934BC78EE9"
"ID-2534D0B79DD9","ID-90934D316091","Info","ID-3EEC13DCA519","TargetPath","ID-65D9E22E1A78","","ID-9849A3A9C665","ID-F5934BC78EE9"
"ID-CC51E6394808","ID-881F85BB372A","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-CFCFD7E160B6","","ID-DF2863C4416B","ID-4039D7155129"
"ID-2B358BA50BEC","ID-51B8F7737F2D","Info","ID-3EEC13DCA519","TargetPath","ID-CFCFD7E160B6","","ID-8F58636B51F2","ID-4039D7155129"
"ID-CF02837BEB16","ID-464988D02681","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-0C6AB53EC604","","ID-4E4887BE438B","ID-7BD896DF8811"
"ID-F443715C3DF3","ID-30ECD78E49EA","Info","ID-3EEC13DCA519","TargetPath","ID-0C6AB53EC604","","ID-FC313317903C","ID-7BD896DF8811"
"ID-907A9924A7A8","ID-20FF3FC2224A","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-4E68E53BE9AF","","ID-B00531A9EBB0","ID-ACD1082F6396"
"ID-E3C2CF0FB86C","ID-A16AD90D1292","Info","ID-3EEC13DCA519","TargetPath","ID-4E68E53BE9AF","","ID-E0A88E81525A","ID-ACD1082F6396"
"ID-B1D92F6DA228","ID-47A9BBAD1D93","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-18EB141BA849","","ID-770DAD4A2F09","ID-30E6432071FC"
"ID-0677A0CCDF7E","ID-F7BA8EE946A8","Info","ID-3EEC13DCA519","TargetPath","ID-18EB141BA849","","ID-B02DFD634D11","ID-30E6432071FC"
"ID-3CC6D80631A9","ID-A25BBAA8BB3E","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-71D1CCD92E75","","ID-9C300CA83865","ID-49ECB9DD7C93"
"ID-085F4729C2E1","ID-DE8DA20D53D3","Info","ID-3EEC13DCA519","TargetPath","ID-71D1CCD92E75","","ID-9D68D1F70F59","ID-49ECB9DD7C93"
"ID-8F29954BA82B","ID-38A3CB3971FA","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-AA28AA5D2816","","ID-DAEE3F3F8BFF","ID-FE3AF039FEB1"
"ID-3FE3CF700FA4","ID-1A7CE553A482","Info","ID-3EEC13DCA519","TargetPath","ID-AA28AA5D2816","","ID-ED5100D972E1","ID-FE3AF039FEB1"
"ID-7558487BB00D","ID-B15FF6E0A5F2","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-5EE28189F89A","","ID-3ABE476E5A06","ID-927F89341F56"
"ID-D73EAAB747CC","ID-3C97808B4FC3","Info","ID-3EEC13DCA519","TargetPath","ID-5EE28189F89A","","ID-FEC11E596F0F","ID-927F89341F56"
"ID-D005B09CA262","ID-0FC7F9CAF7D1","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-9C00397A8ECF","","ID-1CBD3B35A5CC","ID-A2A901F94063"
"ID-7FE30CD83A7B","ID-090182CA91B9","Info","ID-3EEC13DCA519","TargetPath","ID-9C00397A8ECF","","ID-B171B74F43ED","ID-A2A901F94063"
"ID-1AF0983A8C20","ID-373376D759B3","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-51DE783EFB12","","ID-3C7A989ACD4A","ID-58FFE61DDAB4"
"ID-0765A00709DA","ID-E4A7B17FA697","Info","ID-3EEC13DCA519","TargetPath","ID-51DE783EFB12","","ID-47CEAB7C4E37","ID-58FFE61DDAB4"
"ID-C70356FD7E04","ID-A31101523AD4","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-96DB2C635531","","ID-C27EED6FB34E","ID-8CD840544BC7"
"ID-5B740CC05D5C","ID-1605BD67ED13","Info","ID-3EEC13DCA519","TargetPath","ID-96DB2C635531","","ID-9F201D02541D","ID-8CD840544BC7"
"ID-C30A7A68F754","ID-EB95D44A9A34","Info","ScanStarted","SmbShare","","","ID-00FC5924DB21",""
"ID-7CEEAA36469A","ID-A9B2E37DDBD2","Info","ID-CBC47D21B524","Export","","","ID-6B3E7643C730","ID-87D2C6AD693A"
